Old IRI	New ID	Label	Term Type
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_89	http://purl.obolibrary.org/obo/OBI_0001660	intracellular cytokine staining assay of epitope specific granzyme A production by T cells	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_11	http://purl.obolibrary.org/obo/OBI_0001661	B cell epitope specific chromatography assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_10	http://purl.obolibrary.org/obo/OBI_0001662	B cell epitope nuclear magnetic resonance (NMR)	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_91	http://purl.obolibrary.org/obo/OBI_0001663	ELISA of epitope specific granulysin production by T cells	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_90	http://purl.obolibrary.org/obo/OBI_0001664	intracellular cytokine staining assay of epitope specific granulysin production by T cells	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_93	http://purl.obolibrary.org/obo/OBI_0001665	cell bound MHC direct binding assay measuring binding off rate measurement datum (koff) [s^-1] using fluorescence detection	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_92	http://purl.obolibrary.org/obo/OBI_0001666	cell bound MHC direct binding assay measuring binding on rate measurement datum (kon) [nM^-1 s^-1] using fluorescence detection	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_94	http://purl.obolibrary.org/obo/OBI_0001667	purified MHC competitive binding assay measuring equilibrium dissociation constant (KD) approximated by IC50 [nM] using fluorescence detection	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_78	http://purl.obolibrary.org/obo/OBI_0001668	split-ubiquitin assay 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_79	http://purl.obolibrary.org/obo/OBI_0001669	far-Western blot	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_80	http://purl.obolibrary.org/obo/OBI_0001670	RNA protection assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_84	http://purl.obolibrary.org/obo/OBI_0001671	electrophoretic mobility shift assay 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_83	http://purl.obolibrary.org/obo/OBI_0001672	gene knock-down assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_82	http://purl.obolibrary.org/obo/OBI_0001673	nano-cap analysis of gene expression 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_81	http://purl.obolibrary.org/obo/OBI_0001674	cap analysis of gene expression 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_88	http://purl.obolibrary.org/obo/OBI_0001675	ELISA of epitope specific interleukin-17A production by T cells	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_87	http://purl.obolibrary.org/obo/OBI_0001676	detection of specific nucleic acids with complementary probes of epitope specific interleukin-7 production by T cells	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_86	http://purl.obolibrary.org/obo/OBI_0001677	epitope specific granulysin production by T cells	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_85	http://purl.obolibrary.org/obo/OBI_0001678	epitope specific granzyme A production by T cells	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_76	http://purl.obolibrary.org/obo/OBI_0001679	yeast 2-hybrid 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_77	http://purl.obolibrary.org/obo/OBI_0001680	Sos-recruitment assay 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_74	http://purl.obolibrary.org/obo/OBI_0001681	yeast one-hybrid 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_75	http://purl.obolibrary.org/obo/OBI_0001682	bacterial one-hybrid 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_72	http://purl.obolibrary.org/obo/OBI_0001683	fluorescence in-situ hybridization	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_73	http://purl.obolibrary.org/obo/OBI_0001684	methylation-specific polymerase chain reaction 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_70	http://purl.obolibrary.org/obo/OBI_0001685	amplification of intermethylated sites (AIMS) assay 	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_71	http://purl.obolibrary.org/obo/OBI_0001686	in-situ hybridization	Class
http://purl.obolibrary.org/obo/obi.owl#Class_002	http://purl.obolibrary.org/obo/OBI_0001687	contact representative role	Class
http://purl.obolibrary.org/obo/obi.owl#Class_001	http://purl.obolibrary.org/obo/OBI_0001688	has organization member	ObjectProperty
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_69	http://purl.obolibrary.org/obo/OBI_0001689	cytochalasin-induced inhibition of actin polymerization assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_68	http://purl.obolibrary.org/obo/OBI_0001690	molecular function identification objective	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_67	http://purl.obolibrary.org/obo/OBI_0001691	cellular structure feature identification objective	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_63	http://purl.obolibrary.org/obo/OBI_0001692	B cell epitope reduction of fertility experiment	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_64	http://purl.obolibrary.org/obo/OBI_0001693	B cell epitope specific induction of tolerance assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_65	http://purl.obolibrary.org/obo/OBI_0001694	B cell epitope induction of hypersensitivity experiment	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_66	http://purl.obolibrary.org/obo/OBI_0001695	B cell epitope specific immune complex formation assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_60	http://purl.obolibrary.org/obo/OBI_0001696	B cell epitope protection experiment based on survival	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_61	http://purl.obolibrary.org/obo/OBI_0001697	B cell epitope treatment experiment	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_62	http://purl.obolibrary.org/obo/OBI_0001698	efficacy of B cell epitope intervention experiment	Class
http://purl.obolibrary.org/obo/obi.owl#8	http://purl.obolibrary.org/obo/OBI_0001699	antibody cross-blocking assay	Class
http://purl.obolibrary.org/obo/obi.owl#7	http://purl.obolibrary.org/obo/OBI_0001700	immunoprecipitation assay	Class
http://purl.obolibrary.org/obo/obi.owl#9	http://purl.obolibrary.org/obo/OBI_0001701	antigen inhibition of epitope:antibody binding assay	Class
http://purl.obolibrary.org/obo/obi.owl#1	http://purl.obolibrary.org/obo/OBI_0001702	immunoglobulin binding to epitope	Class
http://purl.obolibrary.org/obo/obi.owl#2	http://purl.obolibrary.org/obo/OBI_0001703	B cell epitope binding to antibody assay	Class
http://purl.obolibrary.org/obo/obi.owl#3	http://purl.obolibrary.org/obo/OBI_0001704	B cell epitope specific activation of additional immune response in vitro	Class
http://purl.obolibrary.org/obo/obi.owl#4	http://purl.obolibrary.org/obo/OBI_0001705	B cell epitope specific neutralization of antigen in vitro assay	Class
http://purl.obolibrary.org/obo/obi.owl#5	http://purl.obolibrary.org/obo/OBI_0001706	B cell epitope dependent biological activity assay	Class
http://purl.obolibrary.org/obo/obi.owl#6	http://purl.obolibrary.org/obo/OBI_0001707	immunoglobulin mediated histamine release	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_57	http://purl.obolibrary.org/obo/OBI_0001708	B cell epitope equilibrium dissociation constant (KD) determination assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_56	http://purl.obolibrary.org/obo/OBI_0001709	B cell epitope binding constant determination assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_59	http://purl.obolibrary.org/obo/OBI_0001710	B cell epitope protection experiment	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_58	http://purl.obolibrary.org/obo/OBI_0001711	B cell epitope disease exacerbation experiment	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_50	http://purl.obolibrary.org/obo/OBI_0001712	B cell epitope direct binding assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_4	http://purl.obolibrary.org/obo/OBI_0001713	B cell epitope specific opsonization	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_3	http://purl.obolibrary.org/obo/OBI_0001714	B cell epitope specific immunoglobulin-mediated neutralization	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_51	http://purl.obolibrary.org/obo/OBI_0001715	B cell epitope competitive binding assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_6	http://purl.obolibrary.org/obo/OBI_0001716	B cell epitope specific complement-dependent cytotoxicity	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_5	http://purl.obolibrary.org/obo/OBI_0001717	B cell epitope specific antibody-dependent cellular cytotoxicity	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_54	http://purl.obolibrary.org/obo/OBI_0001718	B cell epitope binding binding on rate measurement datum (kon) determination assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_55	http://purl.obolibrary.org/obo/OBI_0001719	B cell epitope equilibrium association constant (KA) determination assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_2	http://purl.obolibrary.org/obo/OBI_0001720	B cell epitope specific immune complex formation	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_52	http://purl.obolibrary.org/obo/OBI_0001721	B cell epitope 3D structure determination of antibody:epitope complex assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_1	http://purl.obolibrary.org/obo/OBI_0001722	B cell epitope specific hypersensitivity	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_53	http://purl.obolibrary.org/obo/OBI_0001723	B cell epitope binding off rate measurement datum (koff) determination assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_8	http://purl.obolibrary.org/obo/OBI_0001724	B cell epitope specific hemagglutination inhibition assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_7	http://purl.obolibrary.org/obo/OBI_0001725	B cell epitope specific histamine secretion mediated by immunoglobulin	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_9	http://purl.obolibrary.org/obo/OBI_0001726	B cell epitope fluorescence immuno assay (FIA)	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_48	http://purl.obolibrary.org/obo/OBI_0001727	B cell epitope specific radio immuno assay (RIA) measuring KD [nM]	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_47	http://purl.obolibrary.org/obo/OBI_0001728	B cell epitope specific ELISA measuring KD [nM]	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_46	http://purl.obolibrary.org/obo/OBI_0001729	B cell epitope specific fluorescence immuno assay (FIA) measuring KD [nM]	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_45	http://purl.obolibrary.org/obo/OBI_0001730	B cell epitope specific surface plasmon resonance (SPR) measuring KA [1/nM] assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_49	http://purl.obolibrary.org/obo/OBI_0001731	B cell epitope specific surface plasmon resonance (SPR) measuring KD [nM] assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_40	http://purl.obolibrary.org/obo/OBI_0001732	B cell epitope specific fluorescence immuno assay (FIA) measuring KA [1/nM]	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_41	http://purl.obolibrary.org/obo/OBI_0001733	B cell epitope specific calorimetry measuring KA [1/nM] assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_42	http://purl.obolibrary.org/obo/OBI_0001734	B cell epitope specific calorimetry measuring KD [nM] assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_43	http://purl.obolibrary.org/obo/OBI_0001735	B cell epitope specific ELISA measuring KA [1/nM] assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_44	http://purl.obolibrary.org/obo/OBI_0001736	B cell epitope specific radio immuno assay (RIA) measuring KA [1/nM]	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_35	http://purl.obolibrary.org/obo/OBI_0001737	B cell epitope specific X-ray crystallography assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_34	http://purl.obolibrary.org/obo/OBI_0001738	B cell epitope specific X-ray crystallography measuring 3D structure assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_37	http://purl.obolibrary.org/obo/OBI_0001739	B cell epitope specific surface plasmon resonance (SPR) measuring koff (kd) [1/s] assay	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_36	http://purl.obolibrary.org/obo/OBI_0001740	B cell epitope specific fluorescence immuno assay (FIA) measuring koff [1/s]	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_39	http://purl.obolibrary.org/obo/OBI_0001741	B cell epitope specific surface plasmon resonance measuring kon ka [M^-1 s^-1]	Class
http://purl.obolibrary.org/obo/obi.owl#MM_CLASS_38	http://purl.obolibrary.org/obo/OBI_0001742	B cell epitope specific fluorescence immuno assay (FIA) measuring kon [M^-1 s^-1]	Class
