Source Class IRI	Source Class Label	Community View Tag	Community Preferred Label	Include all subclasses
http://purl.obolibrary.org/obo/OBI_0001167	age measurement datum	X	age	
http://purl.obolibrary.org/obo/OBI_0001169	age since birth measurement datum	X	age since birth measurement	
http://purl.obolibrary.org/obo/OBI_0001165	age since coitus measurement datum	X	age since coitus measurement	
http://purl.obolibrary.org/obo/OBI_0001163	age since eclosion measurement datum	X	age since eclosion measurement	
http://purl.obolibrary.org/obo/OBI_0001159	age since egg laying measurement datum	X	age since egg laying measurement	
http://purl.obolibrary.org/obo/OBI_0001168	age since fertilization measurement datum	X	age since fertilization measurement	
http://purl.obolibrary.org/obo/OBI_0001161	age since germination measurement datum	X	age since germination measurement	
http://purl.obolibrary.org/obo/OBI_0001157	age since hatching measurement datum	X	age since hatching measurement	
http://purl.obolibrary.org/obo/OBI_0001156	age since planting measurement datum	X	age since planting measurement	
http://purl.obolibrary.org/obo/OBI_0001164	age since sowing measurement datum	X	age since sowing measurement	
http://purl.obolibrary.org/obo/OBI_0600018	material portioning	X	aliquoting	
http://purl.obolibrary.org/obo/OBI_0001440	all pairs design	X	all pairs	
http://purl.obolibrary.org/obo/OBI_0000275	analyte role	X	analyte	
http://purl.obolibrary.org/obo/OBI_0000919	animal euthanization	X	animal sacrifice	
http://purl.obolibrary.org/obo/OBI_0001069	array manufacturer role	X	array manufacturer	
http://purl.obolibrary.org/obo/OBI_0001197	comparative genome hybridization by array design	X	comparative genome hybridization (CGH) design
http://purl.obolibrary.org/obo/OBI_0000162	complete nutrient role	X	complete nutrient
http://purl.obolibrary.org/obo/OBI_0200082	longitudinal data analysis	X	correlation analysis
http://purl.obolibrary.org/obo/OBI_0200195	proportional hazards model estimation	X	Cox proportional hazards model
http://purl.obolibrary.org/obo/OBI_0000079	culture medium role	X	culture medium
http://purl.obolibrary.org/obo/OBI_0000026	cytological stain role	X	cytological stain
http://purl.obolibrary.org/obo/IAO_0000027	data item	X	data
http://purl.obolibrary.org/obo/OBI_0600013	data acquisition	X	data collection
http://purl.obolibrary.org/obo/OBI_0200169	normalization data transformation	X	data normalization
http://purl.obolibrary.org/obo/OBI_0200125	data combination	X	data pooling
http://purl.obolibrary.org/obo/OBI_0200000	data transformation	X	data processing and analysis
http://purl.org/obo/owl/FMA#FMA_70323	Dermis	X	dermis
http://purl.org/obo/owl/CHEBI#CHEBI_16991	deoxyribonucleic acids	X	DNA
http://purl.obolibrary.org/obo/OBI_0400148	DNA microarray	X	DNA array
http://purl.obolibrary.org/obo/OBI_0000040	drug role	X	drug
http://purl.obolibrary.org/obo/OBI_0000250	dye role	X	dye
http://purl.obolibrary.org/obo/OBI_0000750	independent variable specification	X	experimental factor
http://purl.obolibrary.org/obo/OBI_0000248	feed role	X	feed
http://purl.obolibrary.org/obo/OBI_0600043	genetic transformation	X	genetic modification
http://purl.obolibrary.org/obo/OBI_0001305	genotype information	X	genotype
http://purl.obolibrary.org/obo/OBI_0001448	individual genetic characteristics comparison design	X	genotype design
http://purl.obolibrary.org/obo/OBI_0001274	genotyping by array assay	X	genotyping by array
http://purl.obolibrary.org/obo/OBI_0001247	genotyping by high throughput sequencing assay	X	genotyping by high throughput sequencing
http://purl.obolibrary.org/obo/OBI_0000985	growth condition intervention design	X	growth condition design
http://purl.obolibrary.org/obo/OBI_0001171	half life datum (t 1/2)	X	half life (t 1/2)
http://purl.org/obo/owl/FMA#FMA_70544	Hypodermis	X	hypodermis
http://purl.obolibrary.org/obo/IAO_0000415	hypothesis textual entity	X	hypothesis
http://purl.obolibrary.org/obo/OBI_0000675	statistical hypothesis test objective	X	hypothesis test objective
http://purl.obolibrary.org/obo/OBI_0100056	immortalized cell line culture	X	immortalized cell line
http://purl.obolibrary.org/obo/OBI_0000966	in live organism assay	X	in vivo assay
http://purl.obolibrary.org/obo/IAO_0000030	information content entity	X	information
http://purl.obolibrary.org/obo/OBI_0000968	device	X	instrument
http://purl.obolibrary.org/obo/IAO_0000140	setting datum	X	instrument setting
http://purl.obolibrary.org/obo/OBI_0000202	investigation agent role	X	investigator
http://purl.obolibrary.org/obo/OBI_1110035	Jurkat cell culture	X	JURKAT cell 
http://purl.obolibrary.org/obo/OBI_0000140	label role	X	label
http://purl.obolibrary.org/obo/IAO_0000408	length measurement datum	X	length
http://purl.obolibrary.org/obo/OBI_0302898	intentional overdosing	X	lethal injection
http://purl.org/obo/owl/FMA#FMA_5034	Lymph node	X	lymph node
http://purl.obolibrary.org/obo/IAO_0000414	mass measurement datum	X	mass
http://purl.obolibrary.org/obo/IAO_0000109	measurement datum	X	measurement
http://purl.obolibrary.org/obo/IAO_0000003	measurement unit label	X	measurement unit
http://purl.obolibrary.org/obo/OBI_0000693	MeDIP-SEQ assay	X	MeDIP-seq
http://purl.obolibrary.org/obo/OBI_0001332	DNA methylation profiling by array assay	X	methylation profiling by array
http://purl.obolibrary.org/obo/OBI_0001266	DNA methylation profiling by high throughput sequencing assay	X	methylation profiling by high throughput sequencing
http://purl.obolibrary.org/obo/OBI_0001335	microRNA profiling by array assay	X	microRNA profiling by array
http://purl.org/obo/owl/FMA#FMA_49184	Mouth	X	mouth
http://purl.org/obo/owl/FMA#FMA_54971	Mucosa of nasopharynx	X	mucosa of nasopharynx
http://purl.org/obo/owl/FMA#FMA_54933	Mucosa of oropharynx	X	mucosa of oropharynx
http://purl.obolibrary.org/obo/IAO_0000009	label	X	name
http://purl.obolibrary.org/obo/OBI_0000214	negative reference substance role	X	negative reference substance
http://purl.obolibrary.org/obo/OBI_0000204	nutrient role	X	nutrient
http://purl.obolibrary.org/obo/IAO_0000005	objective specification	X	objective
http://purl.obolibrary.org/obo/OBI_0100015	anatomical entity	X	organism part
http://purl.obolibrary.org/obo/OBI_0001377	organism status comparison design	X	organism status design
http://purl.obolibrary.org/obo/OBI_0000718	pathogen role	X	pathogen
http://purl.obolibrary.org/obo/OBI_0000093	patient role	X	patient
http://purl.obolibrary.org/obo/OBI_0000415	polymerase chain reaction	X	PCR
http://purl.obolibrary.org/obo/OBI_0000169	placebo role	X	placebo
http://purl.obolibrary.org/obo/IAO_0000104	plan specification	X	plan
http://purl.org/obo/owl/SO#SO_0000104	polypeptide	x	polypeptide sequence
http://purl.obolibrary.org/obo/OBI_0600016	pooling specimens	X	pool
http://purl.obolibrary.org/obo/OBI_0000064	positive reference substance role	X	positive reference substance
http://purl.obolibrary.org/obo/OBI_0000103	principal investigator role	X	principal investigator
http://purl.obolibrary.org/obo/OBI_0400149	protein microarray	X	protein array
http://purl.obolibrary.org/obo/OBI_0001318	proteomic profiling by array assay	X	proteomic profiling by array
http://purl.obolibrary.org/obo/OBI_0000970	scalar score from composite inputs	X	questionaire score
http://purl.obolibrary.org/obo/OBI_0000163	radiolabel role	X	radiolabel
http://purl.obolibrary.org/obo/OBI_0000086	reagent role	X	reagent
http://purl.obolibrary.org/obo/OBI_0000893	real time polymerase chain reaction assay	X	real time PCR
http://purl.obolibrary.org/obo/OBI_0000911	real time reverse-transcription polymerase chain reaction assay	X	real time RT-PCR
http://purl.obolibrary.org/obo/OBI_0000220	reference subject role	X	reference participant
http://purl.obolibrary.org/obo/OBI_0000025	reference substance role	X	reference substance
http://purl.obolibrary.org/obo/OBI_0000102	responsible party role	X	responsible party
http://purl.org/obo/owl/CHEBI#CHEBI_33697	ribonucleic acids	X	RNA
http://purl.obolibrary.org/obo/OBI_0001271	RNA-seq assay	X	RNA-seq
http://purl.obolibrary.org/obo/OBI_0001304	RNAi profiling by array assay	X	RNAi profiling by array
http://purl.obolibrary.org/obo/OBI_0001170	reverse transcription polymerase chain reaction assay	X	RT-PCR assay
http://purl.obolibrary.org/obo/IAO_0000032	scalar measurement datum	X	scalar measurement
http://purl.org/obo/owl/SO#SO_0000001	region	x	sequence
http://purl.obolibrary.org/obo/OBI_0000947	service provider role	X	service provider
http://purl.obolibrary.org/obo/OBI_0001426	sex comparison design	X	sex design
http://purl.org/obo/owl/FMA#FMA_14069	Skeletal muscle tissue	X	skeletal muscle tissue
http://purl.obolibrary.org/obo/OBI_0001310	species comparison design	X	species design
http://purl.org/obo/owl/FMA#FMA_7196	Spleen	X	spleen
http://purl.obolibrary.org/obo/OBI_0001464	strain comparison design	X	strain or line design
http://purl.obolibrary.org/obo/OBI_0001185	selectively maintained organism	X	"strain, cultivar, or ecotype"
http://purl.obolibrary.org/obo/OBI_0001175	selective organism creation objective	X	"strain, cultivar, or ecotype breeding objective"
http://purl.obolibrary.org/obo/OBI_0000174	study group role	X	study group population
http://purl.obolibrary.org/obo/OBI_0000097	study subject role	X	study subject
http://purl.obolibrary.org/obo/OBI_0000224	sub-investigator role	X	sub-investigator
http://purl.obolibrary.org/obo/OBI_0000018	material supplier role	X	supplier
http://purl.obolibrary.org/obo/OBI_0200083	survival analysis objective	X	survival analysis
http://purl.obolibrary.org/obo/OBI_0000249	technical replicate role	X	technical replicate
http://purl.obolibrary.org/obo/IAO_0000416	time measurement datum	X	time measurement
http://purl.obolibrary.org/obo/IAO_0000582	time stamped measurement datum	X	time stamped measurement
http://purl.obolibrary.org/obo/OBI_0001463	transcription profiling by array assay	X	transcription profiling by array
http://purl.obolibrary.org/obo/OBI_0001235	transcription profiling by tiling array assay	X	transcription profiling by tiling array
http://purl.org/obo/owl/FMA#FMA_50723	Vein	X	vein
http://purl.obolibrary.org/obo/OBI_0001294	wild type organism genotype information	X	wild type
http://purl.obolibrary.org/obo/OBI_0000116	worker role	X	worker
http://purl.org/obo/owl/PATO#PATO_0001421	alive	X	
http://purl.obolibrary.org/obo/OBI_1110049	allergy	X	
http://purl.obolibrary.org/obo/OBI_0001252	array platform variation design	X	
http://purl.obolibrary.org/obo/OBI_0400104	array scanner	X	
http://purl.obolibrary.org/obo/OBI_0400105	arrayer	X	
http://purl.obolibrary.org/obo/OBI_0000070	assay	X	
http://purl.org/obo/owl/CL#CL_0000236	B cell	X	
http://purl.obolibrary.org/obo/OBI_0200006	biexponential transformation	X	
http://purl.obolibrary.org/obo/OBI_0001205	cell component comparison design	X	
http://purl.obolibrary.org/obo/OBI_0001409	cell cycle design	X	
http://purl.org/obo/owl/CL#CL_0000000	cell	X	
http://purl.obolibrary.org/obo/OBI_0001411	cell type comparison design	X	
http://purl.obolibrary.org/obo/OBI_0400106	centrifuge	X	
http://purl.obolibrary.org/obo/OGMS_0000015	clinical history	X	
http://purl.obolibrary.org/obo/OBI_0001337	clinical history design	X	
http://purl.obolibrary.org/obo/OBI_0000951	compound treatment design	X	
http://purl.org/obo/owl/UO#UO_0000051	concentration unit	X	
http://purl.obolibrary.org/obo/IAO_0000100	data set	X	
http://purl.org/obo/owl/PATO#PATO_0001422	dead	X	
http://purl.org/obo/owl/CL#CL_0000451	dendritic cell	X	
http://purl.obolibrary.org/obo/OBI_0001328	organism development design	X	
http://purl.obolibrary.org/obo/OBI_1110055	disease	X	
http://purl.obolibrary.org/obo/OBI_0001293	disease state design	X	
http://purl.obolibrary.org/obo/OBI_0400103	DNA sequencer	X	
http://purl.obolibrary.org/obo/OBI_0000984	dose	X	
http://purl.obolibrary.org/obo/OBI_0001418	dose response design	X	
http://purl.obolibrary.org/obo/OBI_0500017	dye swap design	X	
http://purl.org/obo/owl/CL#CL_0000066	epithelial cell	X	
http://purl.org/obo/owl/CL#CL_0000232	erythrocyte	X	
http://purl.obolibrary.org/obo/OBI_0001211	ex vivo design	X	
http://purl.obolibrary.org/obo/OBI_0001329	family history design	X	
http://purl.obolibrary.org/obo/OBI_0001028	feature extraction	X	
http://purl.org/obo/owl/PATO#PATO_0000383	female	X	
http://purl.org/obo/owl/CL#CL_0000057	fibroblast	X	
http://purl.obolibrary.org/obo/OBI_0001148	gene knock out	X	
http://purl.obolibrary.org/obo/OBI_0000118	gene list	X	
http://purl.obolibrary.org/obo/OBI_0001460	genetic modification design	X	
http://purl.obolibrary.org/obo/OBI_0001200	genotyping by high throughput sequencing design	X	
http://purl.obolibrary.org/obo/OBI_0001444	genotyping design	X	
http://purl.org/obo/owl/CHEBI#CHEBI_17234	glucose	X	
http://purl.org/obo/owl/CL#CL_0000182	hepatocyte	X	
http://purl.org/obo/owl/PATO#PATO_0001340	hermaphrodite	X	
http://purl.obolibrary.org/obo/OBI_0400110	hybridization chamber	X	
http://purl.obolibrary.org/obo/OBI_0400111	hybridization station	X	
http://purl.obolibrary.org/obo/OBI_0000690	immunoprecipitation	X	
http://purl.obolibrary.org/obo/OBI_0001408	imprinting design	X	
http://purl.obolibrary.org/obo/OBI_0001285	in vitro design	X	
http://purl.obolibrary.org/obo/OBI_0001199	in vivo design	X	
http://purl.obolibrary.org/obo/OBI_1110021	infection	X	
http://purl.obolibrary.org/obo/OBI_0001374	injury design	X	
http://purl.obolibrary.org/obo/OBI_0001202	innate behavior design	X	
http://purl.org/obo/owl/HP#HP_0000855	Insulin resistance	X	
http://purl.obolibrary.org/obo/OBI_0302889	irradiation	X	
http://purl.org/obo/owl/UO#UO_0000001	length unit	X	
http://purl.obolibrary.org/obo/OBI_0302743	liver	X	
http://purl.obolibrary.org/obo/OBI_0200071	loess transformation	X	
http://purl.obolibrary.org/obo/OBI_0500009	loop design	X	
http://purl.org/obo/owl/CL#CL_0000542	lymphocyte	X	
http://purl.org/obo/owl/CL#CL_0000235	macrophage	X	
http://purl.org/obo/owl/PATO#PATO_0000384	male	X		
http://purl.org/obo/owl/UO#UO_0000002	mass unit	X		
http://purl.obolibrary.org/obo/OBI_0400119	microarray wash station	X		
http://purl.org/obo/owl/CL#CL_0000842	mononuclear cell	X		
http://purl.obolibrary.org/obo/OBI_0001214	normalization testing design	X		
http://purl.obolibrary.org/obo/OBI_0302903	nucleic acid hybridization	X		
http://purl.obolibrary.org/obo/OBI_0001195	operator variation design	X		
http://purl.obolibrary.org/obo/OBI_0001432	operon identification design	X		
http://purl.obolibrary.org/obo/OBI_0001401	protocol optimization design	X		
http://purl.obolibrary.org/obo/OBI_0100026	organism	X		X
http://purl.obolibrary.org/obo/OBI_0001422	organism part comparison design	X		
http://purl.obolibrary.org/obo/OBI_0000245	organization	X		
http://purl.obolibrary.org/obo/OBI_0001454	pathogenicity design	X		
http://purl.obolibrary.org/obo/OGMS_0000023	phenotype	X		
http://purl.org/obo/owl/CL#CL_0000786	plasma cell	X		
http://purl.org/obo/owl/PATO#PATO_0001374	ploidy	X		
http://purl.obolibrary.org/obo/OBI_0000181	population	X	
http://purl.obolibrary.org/obo/PR_000000001	protein	X	
http://purl.obolibrary.org/obo/OBI_0000272	protocol	X	
http://purl.obolibrary.org/obo/OBI_0001336	quality control testing design	X	
http://purl.obolibrary.org/obo/OBI_0500010	reference design	X	
http://purl.obolibrary.org/obo/OBI_0500018	replicate design	X	
http://purl.obolibrary.org/obo/OBI_0001306	RNA stability design	X	
http://purl.obolibrary.org/obo/OBI_0500019	self vs self design	X	
http://purl.obolibrary.org/obo/OBI_0600047	sequencing assay	X	
http://purl.obolibrary.org/obo/OBI_0001204	SNP microarray	X	
http://purl.obolibrary.org/obo/IAO_0000010	software	X	
http://purl.obolibrary.org/obo/OBI_0001396	stimulus or stress design	X	
http://purl.obolibrary.org/obo/OBI_0500000	study design	X	
http://purl.org/obo/owl/UO#UO_0000006	substance unit	X	
http://purl.org/obo/owl/PATO#PATO_0001341	a mating type (yeast)	X	
http://purl.obolibrary.org/obo/OBI_0302745	adipose tissue	X	
http://purl.org/obo/owl/PATO#PATO_0001344	alpha mating type (yeast)	X	
http://purl.obolibrary.org/obo/OBI_1110054	autoimmune disease	X	
http://purl.org/obo/owl/PATO#PATO_0000047	biological sex	X	
http://purl.obolibrary.org/obo/OBI_1110053	cancer	X	
http://purl.obolibrary.org/obo/OBI_0000891	cell proliferation assay	X	
http://purl.obolibrary.org/obo/OBI_0000626	DNA sequencing	X	
http://purl.obolibrary.org/obo/OBI_0000997	growth environment	X	
http://purl.org/obo/owl/PATO#PATO_0001345	h minus	X	
http://purl.obolibrary.org/obo/OBI_0600038	labeling	X	
http://purl.obolibrary.org/obo/OBI_0000366	metabolite profiling	X	
http://purl.obolibrary.org/obo/OBI_0400147	microarray	X	
http://purl.org/obo/owl/PATO#PATO_0001338	mixed sex	X	
http://purl.org/obo/owl/CL#CL_0000084	T cell	X	
http://purl.obolibrary.org/obo/OBI_0100058	xenograft	X	
http://purl.org/obo/owl/PATO#PATO_0000146	temperature	X	
http://purl.org/obo/owl/UO#UO_0000005	temperature unit	X	
http://purl.obolibrary.org/obo/OBI_0400116	thermal cycler	X	
http://purl.obolibrary.org/obo/OBI_0001307	tiling microarray	X	
http://purl.obolibrary.org/obo/OBI_0500020	time series design	X	
http://purl.org/obo/owl/UO#UO_0000003	time unit	X	
http://purl.obolibrary.org/obo/OBI_0000424	transcription profiling assay	X	
http://purl.obolibrary.org/obo/OBI_0001152	transfection	X	
http://purl.obolibrary.org/obo/OBI_0001282	translation profiling assay	X	
http://purl.obolibrary.org/obo/OBI_0001259	translational bias design	X	
http://purl.org/obo/owl/PATO#PATO_0000918	volume	X	
http://purl.org/obo/owl/UO#UO_0000095	volume unit	X	
http://purl.obolibrary.org/obo/OBI_0302888	washing	X	
http://purl.org/obo/owl/CHEBI#CHEBI_15377	water	X	
http://purl.obolibrary.org/obo/OBI_0000680	whole organism preparation	X	
http://purl.obolibrary.org/obo/GAZ_00000448	geographical location	X	
http://purl.obolibrary.org/obo/IAO_0000007	action specification	X	
http://purl.obolibrary.org/obo/IAO_0000013	journal article	X	
http://purl.obolibrary.org/obo/IAO_0000017	model number	X	
http://purl.obolibrary.org/obo/IAO_0000028	symbol	X	
http://purl.obolibrary.org/obo/IAO_0000064	algorithm	X	
http://purl.obolibrary.org/obo/IAO_0000129	version number	X	
http://purl.obolibrary.org/obo/IAO_0000131	serial number	X	
http://purl.obolibrary.org/obo/IAO_0000132	lot number	X	
http://purl.obolibrary.org/obo/IAO_0000311	publication	X	
http://purl.obolibrary.org/obo/IAO_0000422	postal address	X	
http://purl.obolibrary.org/obo/IAO_0000584	time sampled measurement data set	X	
http://purl.obolibrary.org/obo/OBI_0000011	planned process	X	
http://purl.obolibrary.org/obo/OBI_0000015	biological feature identification objective	X	
http://purl.obolibrary.org/obo/OBI_0000034	supernatant role	X	
http://purl.obolibrary.org/obo/OBI_0000045	waiting	X	
http://purl.obolibrary.org/obo/OBI_0000047	processed material	X	
http://purl.obolibrary.org/obo/OBI_0000052	microarray platform	X	
http://purl.obolibrary.org/obo/OBI_0000055	software optimization objective	X	
http://purl.obolibrary.org/obo/OBI_0000066	investigation	X	
http://purl.obolibrary.org/obo/OBI_0000067	evaluant role	X	
http://purl.obolibrary.org/obo/OBI_0000071	quantitative confidence value	X	
http://purl.obolibrary.org/obo/OBI_0000073	sample preparation for assay	X	
http://purl.obolibrary.org/obo/OBI_0000075	diagnosis textual entity	X	
http://purl.obolibrary.org/obo/OBI_0000091	detector reagent role	X	
http://purl.obolibrary.org/obo/OBI_0000094	material processing	X	
http://purl.obolibrary.org/obo/OBI_0000096	protocol testing objective	X	
http://purl.obolibrary.org/obo/OBI_0000101	measured expression level	X	
http://purl.obolibrary.org/obo/OBI_0000105	transplantation	X	
http://purl.obolibrary.org/obo/OBI_0000112	specimen role	X	
http://purl.obolibrary.org/obo/OBI_0000113	sequence feature identification objective	X	
http://purl.obolibrary.org/obo/OBI_0000115	intervention design	X	
http://purl.obolibrary.org/obo/OBI_0000131	molecular feature identification objective	X	
http://purl.obolibrary.org/obo/OBI_0000134	hardware testing objective	X	
http://purl.obolibrary.org/obo/OBI_0000136	incubator	X	
http://purl.obolibrary.org/obo/OBI_0000153	cell co-culturing	X	
http://purl.obolibrary.org/obo/OBI_0000164	cDNA library	X	
http://purl.obolibrary.org/obo/OBI_0000171	autotransplantation	X	
http://purl.obolibrary.org/obo/OBI_0000172	parameter threshold	X	
http://purl.obolibrary.org/obo/OBI_0000175	p-value	X	
http://purl.obolibrary.org/obo/OBI_0000186	protocol optimization objective	X	
http://purl.obolibrary.org/obo/OBI_0000208	methodology testing objective	X	
http://purl.obolibrary.org/obo/OBI_0000219	cellular feature identification objective	X	
http://purl.obolibrary.org/obo/OBI_0000232	hardware optimization objective	X	
http://purl.obolibrary.org/obo/OBI_0000235	standard error	X	
http://purl.obolibrary.org/obo/OBI_0000237	antigen role	X	
http://purl.obolibrary.org/obo/OBI_0000242	software testing objective	X	
http://purl.obolibrary.org/obo/OBI_0000251	cluster	X	
http://purl.obolibrary.org/obo/OBI_0000252	cohort role	X	
http://purl.obolibrary.org/obo/OBI_0000253	artificially induced nucleic acid hybridization	X	
http://purl.obolibrary.org/obo/OBI_0000257	DNA extraction	X	
http://purl.obolibrary.org/obo/OBI_0000260	plan	X	
http://purl.obolibrary.org/obo/OBI_0000268	organism feature identification objective	X	
http://purl.obolibrary.org/obo/OBI_0000274	adding a material entity into a target	X	
http://purl.obolibrary.org/obo/OBI_0000278	disease stage	X	
http://purl.obolibrary.org/obo/OBI_0000281	intraperitoneal injection	X	
http://purl.obolibrary.org/obo/OBI_0000286	precipitate	X	
http://purl.obolibrary.org/obo/OBI_0000288	protein-protein interaction detection	X	
http://purl.obolibrary.org/obo/OBI_0000291	transcription factor binding site identification	X	
http://purl.obolibrary.org/obo/OBI_0000318	eluate	X	
http://purl.obolibrary.org/obo/OBI_0000319	material to be added role	X	
http://purl.obolibrary.org/obo/OBI_0000323	peritoneum	X	
http://purl.obolibrary.org/obo/OBI_0000398	image acquisition device	X	
http://purl.obolibrary.org/obo/OBI_0000405	primer role	X	
http://purl.obolibrary.org/obo/OBI_0000406	PCR product	X	
http://purl.obolibrary.org/obo/OBI_0000407	viral RNA extraction	X	
http://purl.obolibrary.org/obo/OBI_0000410	recombinant plasmid	X	
http://purl.obolibrary.org/obo/OBI_0000413	cell cycle synchronization	X	
http://purl.obolibrary.org/obo/OBI_0000423	extract	X	
http://purl.obolibrary.org/obo/OBI_0000425	averaging objective	X	
http://purl.obolibrary.org/obo/OBI_0000426	injection	X	
http://purl.obolibrary.org/obo/OBI_0000427	enzyme	X	
http://purl.obolibrary.org/obo/OBI_0000429	intraperitoneal administration	X	
http://purl.obolibrary.org/obo/OBI_0000430	plasmid	X	
http://purl.obolibrary.org/obo/OBI_0000431	injection into organ section	X	
http://purl.obolibrary.org/obo/OBI_0000433	DNA sequence feature detection	X	
http://purl.obolibrary.org/obo/OBI_0000434	adding material objective	X	
http://purl.obolibrary.org/obo/OBI_0000435	genotyping assay	X	
http://purl.obolibrary.org/obo/OBI_0000438	DNA sequence variation detection	X	
http://purl.obolibrary.org/obo/OBI_0000441	assay objective	X	
http://purl.obolibrary.org/obo/OBI_0000444	target of material addition role	X	
http://purl.obolibrary.org/obo/OBI_0000451	normalized data set	X	
http://purl.obolibrary.org/obo/OBI_0000471	study design execution	X	
http://purl.obolibrary.org/obo/OBI_0000512	isolation of cell population	X	
http://purl.obolibrary.org/obo/OBI_0000537	copy number variation profiling	X	
http://purl.obolibrary.org/obo/OBI_0000540	isolation of adherent cells	X	
http://purl.obolibrary.org/obo/OBI_0000548	isolation of PBMCs	X	
http://purl.obolibrary.org/obo/OBI_0000552	reverse transcribed polymerase chain reaction	X	
http://purl.obolibrary.org/obo/OBI_0000571	manufacturer role	X	
http://purl.obolibrary.org/obo/OBI_0000577	molecular concentration	X	
http://purl.obolibrary.org/obo/OBI_0000615	protein expression profiling	X	
http://purl.obolibrary.org/obo/OBI_0000634	DNA methylation profiling assay	X	
http://purl.obolibrary.org/obo/OBI_0000639	material separation objective	X	
http://purl.obolibrary.org/obo/OBI_0000648	clustered data set	X	
http://purl.obolibrary.org/obo/OBI_0000649	data set of features	X	
http://purl.obolibrary.org/obo/OBI_0000650	differential expression analysis data transformation	X	
http://purl.obolibrary.org/obo/OBI_0000651	urine specimen	X	
http://purl.obolibrary.org/obo/OBI_0000652	material combination	X	
http://purl.obolibrary.org/obo/OBI_0000653	fuzzy clustering objective	X	
http://purl.obolibrary.org/obo/OBI_0000654	device setting	X	
http://purl.obolibrary.org/obo/OBI_0000655	blood specimen	X	
http://purl.obolibrary.org/obo/OBI_0000656	data set of predicted values according to fitted curve	X	
http://purl.obolibrary.org/obo/OBI_0000658	data representational model	X	
http://purl.obolibrary.org/obo/OBI_0000659	specimen creation	X	
http://purl.obolibrary.org/obo/OBI_0000660	background corrected data set	X	
http://purl.obolibrary.org/obo/OBI_0000662	error corrected data set	X	
http://purl.obolibrary.org/obo/OBI_0000663	class prediction data transformation	X	
http://purl.obolibrary.org/obo/OBI_0000666	background correction data transformation	X	
http://purl.obolibrary.org/obo/OBI_0000668	error correction data transformation	X	
http://purl.obolibrary.org/obo/OBI_0000671	sample from organism	X	
http://purl.obolibrary.org/obo/OBI_0000673	statistical hypothesis test	X	
http://purl.obolibrary.org/obo/OBI_0000676	reduced dimension data set	X	
http://purl.obolibrary.org/obo/OBI_0000678	portioning objective	X	
http://purl.obolibrary.org/obo/OBI_0000679	average value	X	
http://purl.obolibrary.org/obo/OBI_0000681	separation into different composition objective	X	
http://purl.obolibrary.org/obo/OBI_0000684	specimen creation objective	X	
